0.000943396,0
0.00298657,3.36417e-14
0.00607296,1.94521e-13
0.0101748,6.29286e-13
0.0152741,1.53485e-12
0.0213575,3.15658e-12
0.0284136,5.78679e-12
0.036432,9.7632e-12
0.045403,1.54675e-11
0.0553168,2.33235e-11
0.066164,3.3796e-11
0.0779346,4.73885e-11
0.0906185,6.46413e-11
0.104205,8.61301e-11
0.118684,1.12464e-10
0.134045,1.44281e-10
0.150275,1.82252e-10
0.167363,2.27071e-10
0.185297,2.79457e-10
0.204065,3.40153e-10
0.223654,4.0992e-10
0.24405,4.89538e-10
0.265241,5.79801e-10
0.287214,6.81519e-10
0.309954,7.95511e-10
0.333447,9.22604e-10
0.35768,1.06364e-09
0.382639,1.21944e-09
0.408308,1.39087e-09
0.434674,1.57876e-09
0.461722,1.78396e-09
0.489437,2.00731e-09
0.517805,2.24964e-09
0.546812,2.51178e-09
0.576442,2.79456e-09
0.606681,3.09879e-09
0.637515,3.42527e-09
0.668928,3.77481e-09
0.700908,4.14817e-09
0.733439,4.54613e-09
0.766508,4.96944e-09
0.8001,5.41883e-09
0.834202,5.89504e-09
0.868799,6.39877e-09
0.903879,6.9307e-09
0.939429,7.49152e-09
0.975434,8.08187e-09
1.01188,8.70239e-09
1.04876,9.35369e-09
1.08606,1.00364e-08
1.12376,1.07511e-08
1.16186,1.14982e-08
1.20034,1.22785e-08
1.23918,1.30924e-08
1.27839,1.39404e-08
1.31795,1.48229e-08
1.35784,1.57406e-08
1.39806,1.66937e-08
1.4386,1.76828e-08
1.47944,1.87083e-08
1.52057,1.97705e-08
1.562,2.08699e-08
1.6037,2.20068e-08
1.64567,2.31815e-08
1.6879,2.43945e-08
1.73038,2.56459e-08
1.77311,2.69362e-08
1.81606,2.82656e-08
1.85925,2.96344e-08
1.90265,3.10428e-08
1.94627,3.24911e-08
1.99008,3.39796e-08
2.0341,3.55084e-08
2.0783,3.70777e-08
2.12269,3.86878e-08
2.16726,4.03389e-08
2.212,4.20311e-08
2.2569,4.37646e-08
2.30196,4.55396e-08
2.34717,4.73561e-08
2.39253,4.92144e-08
2.43804,5.11146e-08
2.48368,5.30568e-08
2.52946,5.50411e-08
2.57536,5.70676e-08
2.62139,5.91364e-08
2.66753,6.12476e-08
2.71379,6.34013e-08
2.76016,6.55976e-08
2.80664,6.78366e-08
2.85322,7.01182e-08
2.89989,7.24427e-08
2.94667,7.481e-08
2.99353,7.72201e-08
3.04048,7.96732e-08
3.08752,8.21693e-08
3.13464,8.47084e-08
3.18183,8.72906e-08
3.22911,8.99158e-08
3.27645,9.25842e-08
3.32387,9.52957e-08
3.37135,9.80504e-08
3.4189,1.00848e-07
3.46652,1.03689e-07
3.51419,1.06574e-07
3.56192,1.09501e-07
3.6097,1.12472e-07
3.65754,1.15486e-07
3.70544,1.18543e-07
3.75338,1.21643e-07
3.80137,1.24787e-07
3.8494,1.27974e-07
3.89748,1.31204e-07
3.94561,1.34478e-07
3.99377,1.37795e-07
4.04197,1.41155e-07
4.09021,1.44558e-07
4.13849,1.48004e-07
4.1868,1.51494e-07
4.23515,1.55027e-07
4.28353,1.58603e-07
4.33194,1.62222e-07
4.38038,1.65885e-07
4.42885,1.6959e-07
4.47735,1.73339e-07
4.52587,1.77131e-07
4.57442,1.80966e-07
4.623,1.84844e-07
4.6716,1.88765e-07
4.72022,1.9273e-07
4.76886,1.96737e-07
4.81753,2.00788e-07
4.86622,2.04881e-07
4.91492,2.09018e-07
4.96364,2.13198e-07
5.01239,2.1742e-07
5.06115,2.21686e-07
5.10992,2.25994e-07
5.15872,2.30346e-07
5.20752,2.3474e-07
5.25635,2.39178e-07
5.30518,2.43658e-07
5.35403,2.48182e-07
5.4029,2.52748e-07
5.45178,2.57357e-07
5.50067,2.62009e-07
5.54957,2.66703e-07
5.59848,2.71441e-07
5.6474,2.76221e-07
5.69634,2.81045e-07
5.74528,2.85911e-07
5.79423,2.90819e-07
5.8432,2.95771e-07
5.89217,3.00765e-07
5.94115,3.05802e-07
5.99014,3.10882e-07
6.03914,3.16005e-07
6.08814,3.2117e-07
6.13715,3.26378e-07
6.18617,3.31628e-07
6.2352,3.36921e-07
6.28423,3.42257e-07
6.33327,3.47636e-07
6.38231,3.53057e-07
6.43136,3.58521e-07
6.48042,3.64027e-07
6.52948,3.69577e-07
6.57855,3.75168e-07
6.62762,3.80802e-07
6.67669,3.86479e-07
6.72577,3.92199e-07
6.77486,3.97961e-07
6.82395,4.03765e-07
6.87304,4.09612e-07
6.92214,4.15502e-07
6.97124,4.21434e-07
7.02035,4.27409e-07
7.06945,4.33426e-07
7.11857,4.39485e-07
7.16768,4.45587e-07
7.2168,4.51732e-07
7.26592,4.57919e-07
7.31504,4.64149e-07
7.36417,4.70421e-07
7.4133,4.76735e-07
7.46243,4.83092e-07
7.51156,4.89492e-07
7.5607,4.95934e-07
7.60984,5.02418e-07
